"","Npredator","Nprey","Nconsumed","Time"
"329",5,60,6,90
"330",5,60,5,90
"331",5,80,6,90
"332",5,80,7,90
"333",5,80,5,90
"334",5,80,7,90
"335",5,80,9,90
"336",5,80,8,90
"337",5,80,5,90
"338",5,80,7,90
"339",5,80,5,90
"340",5,80,5,90
"341",5,100,10,90
"342",5,100,6,90
"343",5,100,5,90
"344",5,100,15,90
"345",5,100,6,90
"346",5,100,10,90
"347",5,100,6,90
"348",5,100,6,90
"349",5,100,5,90
"350",5,100,10,90
"351",5,120,12,90
"352",5,120,10,90
"353",5,120,10,90
"354",5,120,9,90
"355",5,120,7,90
"356",5,120,9,90
"357",5,120,9,90
"358",5,120,9,90
"359",5,120,10,90
"360",5,120,8,90
"361",5,140,11,90
"362",5,140,10,90
"363",5,140,13,90
"364",5,140,10,90
"365",5,140,12,90
"366",5,140,12,90
"367",5,140,11,90
"368",5,140,10,90
"369",5,140,9,90
"370",5,140,10,90
"371",5,160,14,90
"372",5,160,12,90
"373",5,160,10,90
"374",5,160,11,90
"375",5,160,15,90
"376",5,160,12,90
"377",5,160,14,90
"378",5,160,10,90
"379",5,160,11,90
"380",5,160,13,90
"381",5,180,11,90
"382",5,180,16,90
"383",5,180,13,90
"384",5,180,15,90
"385",5,180,16,90
"386",5,180,12,90
"387",5,180,13,90
"388",5,180,12,90
"389",5,180,13,90
"390",5,180,15,90
"391",5,200,16,90
"392",5,200,10,90
"393",5,200,16,90
"394",5,200,15,90
"395",5,200,14,90
"396",5,200,15,90
"397",5,200,20,90
"398",5,200,15,90
"399",5,200,12,90
"400",5,200,16,90
