"dataname","replacement","MainPrey","Npredator","Nprey.MainPrey","Nconsumed.MainPrey.mean","Nconsumed.MainPrey.se","Nprey.AltPrey","Nconsumed.AltPrey.mean","Nconsumed.AltPrey.se","n","Nconsumed.MainPrey.var","Nconsumed.AltPrey.var","log.Nconsumed.MainPrey.mean","log.Nconsumed.AltPrey.mean","log.Nconsumed.MainPrey.var","log.Nconsumed.AltPrey.var","log.Nprey.MainPrey","log.Nprey.AltPrey","weights"
"Elliot_2006_i5B",TRUE,"Prey1",1,100,9.9,0.4,100,5.9,0.27,10,16,7.29,2.29253475714054,1.77495235091167,2.77258872223978,1.98650354602057,4.60517018598809,4.60517018598809,10
"Elliot_2006_i5B",TRUE,"Prey1",1,120,12.5,0.67,80,3.5,0.39,10,44.89,15.21,2.52572864430826,1.25276296849537,3.80421505279384,2.7219531062712,4.78749174278205,4.38202663467388,10
"Elliot_2006_i5B",TRUE,"Prey1",1,140,14.3,0.57,60,1.7,0.18,10,32.49,3.24,2.66025953726586,0.53062825106217,3.48093234968101,1.17557332980424,4.9416424226093,4.0943445622221,10
"Elliot_2006_i5B",TRUE,"Prey1",1,160,15.3,0.79,40,0.7,0.24,10,62.41,5.76,2.72785282839839,-0.356674943938732,4.13372551894595,1.7509374747078,5.07517381523383,3.68887945411394,10
"Elliot_2006_i5B",TRUE,"Prey1",1,180,15.9,0.56,20,0.1,0.12,10,31.36,1.44,2.76631910922619,-2.30258509299405,3.44553319548221,0.364643113587909,5.19295685089021,2.99573227355399,10
"Elliot_2006_i5B",TRUE,"Prey2",1,180,15.3,0.46,20,0.4,0.19,10,21.16,3.61,2.72785282839839,-0.916290731874155,3.0521126069901,1.28370777234479,5.19295685089021,2.99573227355399,10
"Elliot_2006_i5B",TRUE,"Prey2",1,160,14,0.97,40,1.7,0.18,10,94.09,3.24,2.63905732961526,0.53062825106217,4.54425177101867,1.17557332980424,5.07517381523383,3.68887945411394,10
"Elliot_2006_i5B",TRUE,"Prey2",1,140,11.8,0.41,60,4,0.38,10,16.81,14.44,2.46809953147162,1.38629436111989,2.82197394742052,2.67000213346468,4.9416424226093,4.0943445622221,10
"Elliot_2006_i5B",TRUE,"Prey2",1,120,8.9,0.44,80,6.9,0.32,10,19.36,10.24,2.18605127673809,1.93152141160321,2.96320908184843,2.32630161961136,4.78749174278205,4.38202663467388,10
"Elliot_2006_i5B",TRUE,"Prey2",1,100,5.9,0.27,100,9.9,0.4,10,7.29,16,1.77495235091167,2.29253475714054,1.98650354602057,2.77258872223978,4.60517018598809,4.60517018598809,10
"Elliot_2006_i5B",TRUE,"Prey2",1,80,3.5,0.39,120,12.5,0.67,10,15.21,44.89,1.25276296849537,2.52572864430826,2.7219531062712,3.80421505279384,4.38202663467388,4.78749174278205,10
"Elliot_2006_i5B",TRUE,"Prey2",1,60,1.7,0.18,140,14.3,0.57,10,3.24,32.49,0.53062825106217,2.66025953726586,1.17557332980424,3.48093234968101,4.0943445622221,4.9416424226093,10
"Elliot_2006_i5B",TRUE,"Prey2",1,40,0.7,0.24,160,15.3,0.79,10,5.76,62.41,-0.356674943938732,2.72785282839839,1.7509374747078,4.13372551894595,3.68887945411394,5.07517381523383,10
"Elliot_2006_i5B",TRUE,"Prey2",1,20,0.1,0.12,180,15.9,0.56,10,1.44,31.36,-2.30258509299405,2.76631910922619,0.364643113587909,3.44553319548221,2.99573227355399,5.19295685089021,10
"Iyer_1996_Bc",FALSE,"Prey1",1,2,0.547,0.31,0,0,0,8,6.1504,0,-0.603306476560156,-Inf,1.81651712035378,-Inf,0.693147180559945,0,8
"Iyer_1996_Bc",FALSE,"Prey1",1,4,1.508,0.369,0,0,0,8,8.714304,0,0.410784269585764,-Inf,2.16496581347645,-Inf,1.38629436111989,0,8
"Iyer_1996_Bc",FALSE,"Prey1",1,8,2.2,0.682,0,0,0,8,29.767936,0,0.78845736036427,-Inf,3.39343184108232,-Inf,2.07944154167984,0,8
"Iyer_1996_Bc",FALSE,"Prey1",1,16,3.435,0.707,0,0,0,8,31.990336,0,1.23401692567431,-Inf,3.46543385718854,-Inf,2.77258872223978,0,8
"Iyer_1996_Bc",FALSE,"Prey1",1,32,4.11,0.343,0,0,0,8,7.529536,0,1.41342302850814,-Inf,2.01883341972728,-Inf,3.46573590279973,0,8
"Iyer_1996_Bc",FALSE,"Prey1",1,64,3.972,0.486,0,0,0,8,15.116544,0,1.37926974618293,-Inf,2.71578977319639,-Inf,4.15888308335967,0,8
"Iyer_1996_Bc",FALSE,"Prey1",1,128,4.612,0.587,0,0,0,8,22.052416,0,1.52866160240681,-Inf,3.09342216505159,-Inf,4.85203026391962,0,8
"Iyer_1996_Bc",FALSE,"Prey1",1,256,4.974,0.713,0,0,0,8,32.535616,0,1.60422434538121,-Inf,3.48233536622399,-Inf,5.54517744447956,0,8
"Iyer_1996_Bc",FALSE,"Prey1",1,2,0.217,0.034,2,0.002,0.003,8,0.073984,0.000576,-1.52785792544168,-6.21460809842219,-2.60390642537228,-7.45940289726838,0.693147180559945,0.693147180559945,8
"Iyer_1996_Bc",FALSE,"Prey1",1,4,1.665,0.252,4,0.131,0.35,8,4.064256,7.84,0.509825123432407,-2.03255795578099,1.40223070041824,2.05923883436232,1.38629436111989,1.38629436111989,8
"Iyer_1996_Bc",FALSE,"Prey1",1,8,3.165,0.391,8,0.003,0.004,8,9.784384,0.001024,1.15215305559614,-5.80914299031403,2.28078764536613,-6.88403875236482,2.07944154167984,2.07944154167984,8
"Iyer_1996_Bc",FALSE,"Prey1",1,16,3.362,0.43,16,0.14,0.38,8,11.8336,9.2416,1.21253603498642,-1.96611285637283,2.47094294277061,2.22371503083626,2.77258872223978,2.77258872223978,8
"Iyer_1996_Bc",FALSE,"Prey1",1,32,5.814,0.629,32,0,0.083,8,25.321024,0.440896,1.76026880213668,-Inf,3.23163503879628,-0.818946259011406,3.46573590279973,3.46573590279973,8
"Iyer_1996_Bc",FALSE,"Prey1",1,64,6.55,0.675,64,0.142,0.345,8,29.16,7.6176,1.87946504964716,-1.95192822138088,3.37279790714046,2.03046135945812,4.15888308335967,4.15888308335967,8
"Iyer_1996_Bc",FALSE,"Prey1",1,128,5.901,0.708,128,0.311,0.751,8,32.080896,36.096064,1.77512182807503,-1.1679623668029,3.46826071278284,3.58618382892367,4.85203026391962,4.85203026391962,8
"Iyer_1996_Bc",FALSE,"Prey1",1,256,8.095,0.722,256,0.424,0.549,8,33.362176,19.289664,2.0912465871296,-0.858021823750179,3.50742280318105,2.95956940841446,5.54517744447956,5.54517744447956,8
"Iyer_1996_Bc",FALSE,"Prey2",1,2,0.33,0.342,0,0,0,8,7.485696,0,-1.10866262452161,-Inf,2.01299399952061,-Inf,0.693147180559945,0,8
